         1,  20, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        145.0,             0.0146,              1.4604,   num_ants
         1,  40, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        147.0,             0.0311,              3.1081,   num_ants
         1,  60, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        154.0,             0.0447,              4.4736,   num_ants
         1,  80, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        152.0,             0.0613,              6.1284,   num_ants
         1, 100, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        154.0,             0.0744,              7.4397,   num_ants
         1, 120, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        151.0,             0.0908,               9.085,   num_ants
         1, 140, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        158.0,             0.1041,             10.4069,   num_ants
         1, 160, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        152.0,             0.1142,             11.4243,   num_ants
         1, 180, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        151.0,             0.1345,             13.4491,   num_ants
         1, 200, 100,                    20.0,                         1.0,                      0.25,                            2.0,                  100.0,                    0.0,  1.0, 1.0,                0.1,../input/entrada2.txt,        149.0,              0.148,              14.801,   num_ants
